"(1, 0, 'cargocar')","(1, 0, 'etc')","(1, 0, 'motorcycle')","(1, 0, 'privatecar')","(1, 0, 'tot')","(1, 0, 'unknowncar')","(1, 1, 'cargocar')","(1, 1, 'etc')","(1, 1, 'motorcycle')","(1, 1, 'privatecar')","(1, 1, 'tot')","(1, 1, 'unknowncar')","(2, 0, 'cargocar')","(2, 0, 'etc')","(2, 0, 'motorcycle')","(2, 0, 'privatecar')","(2, 0, 'tot')","(2, 0, 'unknowncar')","(3, 0, 'cargocar')","(3, 0, 'etc')","(3, 0, 'motorcycle')","(3, 0, 'privatecar')","(3, 0, 'tot')","(3, 0, 'unknowncar')","(3, 1, 'cargocar')","(3, 1, 'etc')","(3, 1, 'motorcycle')","(3, 1, 'privatecar')","(3, 1, 'tot')","(3, 1, 'unknowncar')","('A', 2)","('A', 3)","('B', 1)","('B', 3)","('C', 1)","('C', 3)",date,hour,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,dayofweek,is_holiday
0,1.0,0,0,9.0,9.0,14.0,0.0,13.0,0.0,27.0,0,0,0.0,0,0,5.0,5.0,0,2.0,0,0,12.0,12.0,7.0,3.0,5.0,0.0,12.0,0,47.145,87.2766666667,126.356666667,144.816666667,192.42,176.968148148,2016-09-20 05:00:00,5,1012.63333333,1017.63333333,122.666666667,3.93333333333,25.9,48.0,0.0,1,0
0,0.0,0,0,4.0,4.0,27.0,1.0,10.0,0.0,37.0,0,0,3.0,0,0,18.0,18.0,0,1.0,0,0,17.0,17.0,7.0,0.0,5.0,0.0,12.0,0,46.97,90.52,105.42,117.643333333,165.085,178.851111111,2016-09-20 05:20:00,5,1012.48888889,1017.48888889,84.1111111111,4.15555555556,26.2333333333,46.3333333333,0.0,1,0
0,2.0,0,0,10.0,10.0,24.0,4.0,11.0,0.0,35.0,0,0,4.0,0,0,21.0,21.0,0,1.0,0,0,20.0,20.0,12.0,3.0,6.0,0.0,18.0,0,48.025,112.155,137.46,90.47,137.75,180.734074074,2016-09-20 05:40:00,5,1012.34444444,1017.34444444,45.5555555556,4.37777777778,26.5666666667,44.6666666667,0.0,1,0
0,4.0,0,0,13.0,13.0,23.0,4.0,24.0,0.0,47.0,0,0,3.0,0,0,33.0,33.0,0,7.0,0,0,31.0,31.0,10.0,2.0,14.0,0.0,24.0,0,70.6075,97.82,169.5,119.465,166.56,182.617037037,2016-09-20 06:00:00,6,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,1,0
0,4.0,0,0,20.0,20.0,24.0,3.0,35.0,0.0,59.0,0,0,7.0,0,0,31.0,31.0,0,10.0,0,0,43.0,43.0,21.0,7.0,22.0,0.0,43.0,0,93.19,122.85,135.31125,107.2425,114.48,184.5,2016-09-20 06:20:00,6,1012.24444444,1017.24444444,7.44444444444,4.58888888889,26.7333333333,42.8888888889,0.0,1,0
0,8.0,0,0,29.0,29.0,28.0,9.0,40.0,1.0,69.0,0,0,13.0,0,0,54.0,54.0,0,21.0,0,0,80.0,80.0,14.0,9.0,52.0,0.0,66.0,0,52.35,109.831666667,101.1225,95.02,118.286666667,165.74,2016-09-20 06:40:00,6,1012.28888889,1017.28888889,7.88888888889,4.57777777778,26.5666666667,42.7777777778,0.0,1,0
0,14.0,0,0,38.0,38.0,20.0,23.0,65.0,3.0,88.0,0,0,28.0,0,0,79.0,79.0,0,45.0,0,0,113.0,113.0,19.0,19.0,63.0,1.0,83.0,0,61.995,113.616,133.82,95.2,177.536666667,146.98,2016-09-20 07:00:00,7,1012.33333333,1017.33333333,8.33333333333,4.56666666667,26.4,42.6666666667,0.0,1,0
0,7.0,0,0,30.0,30.0,26.0,32.0,96.0,4.0,126.0,0,0,34.0,0,0,86.0,86.0,0,48.0,0,0,141.0,141.0,8.0,27.0,84.0,5.0,97.0,0,57.02,136.34,96.92,130.6925,162.398333333,190.233333333,2016-09-20 07:20:00,7,1012.37777778,1017.37777778,8.77777777778,4.55555555556,26.2333333333,42.5555555556,0.0,1,0
0,9.0,0,0,31.0,31.0,20.0,40.0,117.0,2.0,139.0,0,0,36.0,0,0,93.0,93.0,0,51.0,0,0,136.0,136.0,18.0,28.0,101.0,3.0,122.0,0,64.305,102.66,122.33,80.6,147.26,233.486666667,2016-09-20 07:40:00,7,1012.42222222,1017.42222222,9.22222222222,4.54444444444,26.0666666667,42.4444444444,0.0,1,0
0,21.0,0,0,53.0,53.0,24.0,37.0,100.0,8.0,132.0,0,0,33.0,0,0,112.0,112.0,0,43.0,0,0,145.0,145.0,12.0,43.0,140.0,2.0,154.0,0,58.9433333333,120.797142857,147.74,126.75,139.38,276.74,2016-09-20 08:00:00,8,1012.46666667,1017.46666667,9.66666666667,4.53333333333,25.9,42.3333333333,0.0,1,0
0,21.0,0,0,50.0,50.0,19.0,32.0,127.0,5.0,151.0,0,0,39.0,0,0,111.0,111.0,0,48.0,0,0,173.0,173.0,14.0,61.0,191.0,4.0,209.0,0,70.1463636364,115.92,179.67,107.895714286,167.95,222.4,2016-09-20 08:20:00,8,1012.51111111,1017.51111111,10.1111111111,4.52222222222,25.7333333333,42.2222222222,0.0,1,0
0,15.0,0,0,45.0,45.0,22.0,23.0,108.0,1.0,131.0,0,0,33.0,0,0,112.0,112.0,0,49.0,0,0,154.0,154.0,13.0,74.0,191.0,6.0,210.0,0,77.0547368421,156.255714286,164.115,118.127142857,155.186666667,168.06,2016-09-20 08:40:00,8,1012.55555556,1017.55555556,10.5555555556,4.51111111111,25.5666666667,42.1111111111,0.0,1,0
0,13.0,0,0,51.0,51.0,28.0,29.0,115.0,7.0,150.0,0,0,26.0,0,0,105.0,105.0,0,45.0,0,0,144.0,144.0,16.0,52.0,170.0,5.0,191.0,0,83.057826087,127.252,130.916666667,151.428571429,176.203333333,113.72,2016-09-20 09:00:00,9,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,1,0
0,21.0,0,0,68.0,68.0,22.0,28.0,113.0,7.0,142.0,0,0,25.0,0,0,99.0,99.0,0,27.0,0,0,142.0,142.0,18.0,57.0,196.0,8.0,222.0,0,70.83,131.143333333,117.3225,141.315,197.22,150.014444444,2016-09-20 09:20:00,9,1012.72222222,1017.72222222,12.5555555556,4.18888888889,25.0333333333,43.2222222222,0.0,1,0
0,14.0,0,0,59.0,59.0,33.0,37.0,130.0,10.0,173.0,0,0,24.0,0,0,87.0,87.0,0,35.0,0,0,144.0,144.0,10.0,46.0,162.0,2.0,174.0,0,85.5153846154,118.324,127.428571429,90.93875,170.32,186.308888889,2016-09-20 09:40:00,9,1012.84444444,1017.84444444,14.1111111111,3.87777777778,24.6666666667,44.4444444444,0.0,1,0
0,10.0,0,0,56.0,56.0,25.0,23.0,65.0,6.0,96.0,0,0,20.0,0,0,85.0,85.0,0,25.0,0,0,123.0,123.0,11.0,18.0,70.0,0.0,81.0,0,67.88,101.541428571,139.456,106.424285714,159.93,222.603333333,2016-09-20 10:00:00,10,1012.96666667,1017.96666667,15.6666666667,3.56666666667,24.3,45.6666666667,0.0,1,0
0,14.0,0,0,60.0,60.0,32.0,18.0,57.0,3.0,92.0,0,0,16.0,0,0,76.0,76.0,0,24.0,0,0,137.0,137.0,12.0,28.0,84.0,1.0,97.0,0,50.282,115.242,115.805,132.755555556,149.54,211.736666667,2016-09-20 10:20:00,10,1013.08888889,1018.08888889,17.2222222222,3.25555555556,23.9333333333,46.8888888889,0.0,1,0
0,12.0,0,0,63.0,63.0,21.0,18.0,68.0,3.0,92.0,0,0,20.0,0,0,80.0,80.0,0,26.0,0,0,114.0,114.0,22.0,17.0,52.0,3.0,77.0,0,83.3,107.562222222,120.36,102.183636364,141.93,159.045,2016-09-20 10:40:00,10,1013.21111111,1018.21111111,18.7777777778,2.94444444444,23.5666666667,48.1111111111,0.0,1,0
0,16.0,0,0,57.0,57.0,24.0,23.0,62.0,4.0,90.0,0,0,12.0,0,0,63.0,63.0,0,26.0,0,0,120.0,120.0,10.0,24.0,66.0,3.0,79.0,0,74.3181818182,101.126666667,120.704,120.52375,220.425,130.6875,2016-09-20 11:00:00,11,1013.33333333,1018.33333333,20.3333333333,2.63333333333,23.2,49.3333333333,0.0,1,0
0,17.0,0,0,64.0,64.0,32.0,17.0,61.0,5.0,98.0,0,0,7.0,0,0,46.0,46.0,0,22.0,0,0,102.0,102.0,19.0,18.0,62.0,1.0,82.0,0,78.335,124.901428571,137.131666667,102.121428571,298.92,102.33,2016-09-20 11:20:00,11,1013.45555556,1018.45555556,21.8888888889,2.32222222222,22.8333333333,50.5555555556,0.0,1,0
0,7.0,0,0,50.0,50.0,27.0,14.0,56.0,4.0,87.0,0,0,9.0,0,0,55.0,55.0,0,23.0,0,0,111.0,111.0,20.0,22.0,58.0,5.0,83.0,0,70.5811111111,113.5875,122.74,111.9625,141.595,148.375,2016-09-20 11:40:00,11,1013.57777778,1018.57777778,23.4444444444,2.01111111111,22.4666666667,51.7777777778,0.0,1,0
0,17.0,0,0,53.0,53.0,24.0,17.0,60.0,2.0,86.0,0,0,14.0,0,0,73.0,73.0,0,17.0,0,0,101.0,101.0,24.0,23.0,82.0,3.0,109.0,0,70.9471428571,120.56625,126.06,114.322857143,168.5275,194.42,2016-09-20 12:00:00,12,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,1,0
0,21.0,0,0,62.0,62.0,25.0,12.0,54.0,3.0,82.0,0,0,25.0,0,0,88.0,88.0,0,28.0,0,0,122.0,122.0,15.0,18.0,58.0,5.0,78.0,0,75.395,97.9266666667,159.271666667,109.546,195.46,154.59,2016-09-20 12:20:00,12,1013.73333333,1018.73333333,58.4444444444,1.75555555556,21.9222222222,54.3333333333,0.0,1,0
0,20.0,0,0,75.0,75.0,24.0,13.0,42.0,4.0,70.0,0,0,21.0,0,0,80.0,80.0,0,32.0,0,0,133.0,133.0,20.0,19.0,69.0,3.0,92.0,0,67.4470588235,108.87875,135.15125,124.040833333,228.73,137.64,2016-09-20 12:40:00,12,1013.76666667,1018.76666667,91.8888888889,1.81111111111,21.7444444444,55.6666666667,0.0,1,0
0,23.0,0,0,98.0,98.0,34.0,13.0,64.0,1.0,99.0,0,0,24.0,0,0,75.0,75.0,0,28.0,0,0,130.0,130.0,11.0,23.0,80.0,3.0,94.0,0,111.437058824,111.577142857,114.11625,125.593125,202.695,183.056666667,2016-09-20 13:00:00,13,1013.8,1018.8,125.333333333,1.86666666667,21.5666666667,57.0,0.0,1,0
0,25.0,0,0,82.0,82.0,29.0,18.0,64.0,2.0,95.0,0,0,23.0,0,0,96.0,96.0,0,36.0,0,0,143.0,143.0,13.0,21.0,73.0,2.0,88.0,0,82.264,123.577692308,148.339,146.824166667,164.53,214.76,2016-09-20 13:20:00,13,1013.83333333,1018.83333333,158.777777778,1.92222222222,21.3888888889,58.3333333333,0.0,1,0
0,22.0,0,0,84.0,84.0,39.0,21.0,61.0,3.0,103.0,0,0,19.0,0,0,69.0,69.0,0,30.0,0,0,136.0,136.0,17.0,21.0,78.0,4.0,99.0,0,65.18,89.6783333333,141.41625,112.943333333,166.23,167.245,2016-09-20 13:40:00,13,1013.86666667,1018.86666667,192.222222222,1.97777777778,21.2111111111,59.6666666667,0.0,1,0
0,14.0,0,0,81.0,81.0,18.0,30.0,84.0,3.0,105.0,0,0,22.0,0,0,81.0,81.0,0,33.0,0,0,131.0,131.0,19.0,15.0,79.0,1.0,99.0,0,60.1894117647,126.546666667,146.814,141.043571429,185.095,243.142857143,2016-09-20 14:00:00,14,1013.9,1018.9,225.666666667,2.03333333333,21.0333333333,61.0,0.0,1,0
0,19.0,0,0,90.0,90.0,32.0,25.0,59.0,3.0,94.0,0,0,19.0,0,0,72.0,72.0,0,28.0,0,0,141.0,141.0,9.0,15.0,70.0,2.0,81.0,0,51.95125,108.0,166.41,208.11,189.4,164.035,2016-09-20 14:20:00,14,1013.93333333,1018.93333333,259.111111111,2.08888888889,20.8555555556,62.3333333333,0.0,1,0
0,11.0,0,0,67.0,67.0,28.0,22.0,68.0,3.0,99.0,0,0,11.0,0,0,70.0,70.0,0,27.0,0,0,122.0,122.0,14.0,19.0,74.0,1.0,89.0,0,87.8285,109.291333333,144.995714286,90.205,211.67,116.5,2016-09-20 14:40:00,14,1013.96666667,1018.96666667,292.555555556,2.14444444444,20.6777777778,63.6666666667,0.0,1,0
0,16.0,0,0,71.0,71.0,21.0,16.0,56.0,1.0,78.0,0,0,15.0,0,0,62.0,62.0,0,29.0,0,0,124.0,124.0,10.0,25.0,66.0,4.0,80.0,0,57.1433333333,114.8975,120.176666667,123.73,119.71,114.645,2016-09-20 15:00:00,15,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,1,0
0,15.0,0,0,64.0,64.0,20.0,15.0,58.0,1.0,79.0,0,0,16.0,0,0,69.0,69.0,0,22.0,0,0,132.0,132.0,13.0,14.0,58.0,2.0,73.0,0,72.0925,106.024,134.845,122.389,140.9,159.06,2016-09-20 15:20:00,15,1013.97777778,1018.97777778,326.111111111,2.11111111111,20.3777777778,66.0,0.0,1,0
0,14.0,0,0,73.0,73.0,23.0,14.0,43.0,5.0,71.0,0,0,10.0,0,0,69.0,69.0,0,31.0,0,0,131.0,131.0,16.0,21.0,66.0,5.0,87.0,0,69.2972727273,104.585555556,173.0925,103.300909091,162.09,131.04,2016-09-20 15:40:00,15,1013.95555556,1018.95555556,326.222222222,2.02222222222,20.2555555556,67.0,0.0,1,0
0,17.0,0,0,48.0,48.0,17.0,22.0,76.0,2.0,95.0,0,0,18.0,0,0,82.0,82.0,0,35.0,0,0,122.0,122.0,14.0,14.0,69.0,2.0,85.0,0,74.4211764706,117.14,167.506666667,163.55,157.3875,153.67,2016-09-20 16:00:00,16,1013.93333333,1018.93333333,326.333333333,1.93333333333,20.1333333333,68.0,0.0,1,0
0,14.0,0,0,57.0,57.0,24.0,21.0,67.0,5.0,96.0,0,0,16.0,0,0,76.0,76.0,0,22.0,0,0,113.0,113.0,6.0,29.0,88.0,3.0,97.0,0,93.9036842105,90.918,120.104,92.2914285714,152.685,164.5375,2016-09-20 16:20:00,16,1013.91111111,1018.91111111,326.444444444,1.84444444444,20.0111111111,69.0,0.0,1,0
0,14.0,0,0,48.0,48.0,18.0,30.0,68.0,9.0,95.0,0,0,20.0,0,0,64.0,64.0,0,28.0,0,0,122.0,122.0,13.0,22.0,77.0,6.0,96.0,0,70.5192857143,95.4357142857,138.59,94.4566666667,189.755,175.405,2016-09-20 16:40:00,16,1013.88888889,1018.88888889,326.555555556,1.75555555556,19.8888888889,70.0,0.0,1,0
0,9.0,0,0,38.0,38.0,27.0,29.0,80.0,4.0,111.0,0,0,12.0,0,0,82.0,82.0,0,32.0,0,0,126.0,126.0,10.0,27.0,73.0,1.0,84.0,0,65.6538461538,106.7925,122.19,106.58,167.3575,196.545,2016-09-20 17:00:00,17,1013.86666667,1018.86666667,326.666666667,1.66666666667,19.7666666667,71.0,0.0,1,0
0,14.0,0,0,42.0,42.0,15.0,44.0,87.0,8.0,110.0,0,0,20.0,0,0,86.0,86.0,0,21.0,0,0,116.0,116.0,7.0,27.0,78.0,1.0,86.0,0,59.272,128.146666667,100.906666667,107.87625,144.96,189.046111111,2016-09-20 17:20:00,17,1013.84444444,1018.84444444,326.777777778,1.57777777778,19.6444444444,72.0,0.0,1,0
0,15.0,0,0,38.0,38.0,15.0,46.0,114.0,4.0,133.0,0,0,19.0,0,0,85.0,85.0,0,18.0,0,0,95.0,95.0,8.0,34.0,93.0,5.0,106.0,0,60.1053846154,101.614285714,116.77,104.055,225.21,181.547222222,2016-09-20 17:40:00,17,1013.82222222,1018.82222222,326.888888889,1.48888888889,19.5222222222,73.0,0.0,1,0
0,4.0,0,0,26.0,26.0,11.0,28.0,65.0,2.0,78.0,0,0,24.0,0,0,77.0,77.0,0,24.0,0,0,81.0,81.0,5.0,32.0,84.0,1.0,90.0,0,77.01,112.62,133.635,94.14625,281.58,174.048333333,2016-09-20 18:00:00,18,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0,1,0
0,10.0,0,0,29.0,29.0,6.0,18.0,54.0,0.0,60.0,0,0,18.0,0,0,60.0,60.0,0,25.0,0,0,100.0,100.0,4.0,23.0,79.0,1.0,84.0,0,64.2057142857,142.514,339.8,84.2375,337.95,161.010555556,2016-09-20 18:20:00,18,1013.83333333,1018.83333333,327.333333333,1.35555555556,19.3111111111,74.6666666667,0.0,1,0
0,6.0,0,0,20.0,20.0,9.0,16.0,42.0,2.0,53.0,0,0,19.0,0,0,56.0,56.0,0,16.0,0,0,63.0,63.0,9.0,21.0,76.0,3.0,88.0,0,62.3914285714,96.7075,243.958333333,115.28,336.16,147.972777778,2016-09-20 18:40:00,18,1013.86666667,1018.86666667,327.666666667,1.31111111111,19.2222222222,75.3333333333,0.0,1,0
0,5.0,0,0,17.0,17.0,11.0,8.0,32.0,1.0,44.0,0,0,19.0,0,0,61.0,61.0,0,11.0,0,0,59.0,59.0,1.0,12.0,52.0,0.0,53.0,0,61.8115384615,94.175,148.116666667,55.2225,210.12,134.935,2016-09-20 19:00:00,19,1013.9,1018.9,328.0,1.26666666667,19.1333333333,76.0,0.0,1,0
0,10.0,0,0,29.0,29.0,10.0,10.0,41.0,1.0,52.0,0,0,5.0,0,0,27.0,27.0,0,13.0,0,0,52.0,52.0,8.0,12.0,44.0,0.0,52.0,0,41.6275,121.386666667,136.8,98.14,174.35,172.26,2016-09-20 19:20:00,19,1013.93333333,1018.93333333,328.333333333,1.22222222222,19.0444444444,76.6666666667,0.0,1,0
0,9.0,0,0,21.0,21.0,17.0,12.0,32.0,0.0,49.0,0,0,11.0,0,0,40.0,40.0,0,12.0,0,0,48.0,48.0,10.0,12.0,40.0,0.0,50.0,0,90.005,125.557142857,162.77,59.18,147.4,156.815,2016-09-20 19:40:00,19,1013.96666667,1018.96666667,328.666666667,1.17777777778,18.9555555556,77.3333333333,0.0,1,0
0,4.0,0,0,12.0,12.0,6.0,7.0,27.0,1.0,34.0,0,0,5.0,0,0,35.0,35.0,0,16.0,0,0,62.0,62.0,4.0,18.0,55.0,3.0,62.0,0,54.5428571429,94.0525,96.365,121.09,241.4,141.37,2016-09-20 20:00:00,20,1014.0,1019.0,329.0,1.13333333333,18.8666666667,78.0,0.0,1,0
0,8.0,0,0,16.0,16.0,6.0,7.0,36.0,0.0,42.0,0,0,8.0,0,0,31.0,31.0,0,13.0,0,0,55.0,55.0,2.0,18.0,46.0,0.0,48.0,0,59.377,113.642,100.36,111.16,161.005,175.785,2016-09-20 20:20:00,20,1014.03333333,1019.03333333,329.333333333,1.08888888889,18.7777777778,78.6666666667,0.0,1,0
0,4.0,0,0,16.0,16.0,7.0,14.0,30.0,0.0,37.0,0,0,9.0,0,0,30.0,30.0,0,7.0,0,0,45.0,45.0,7.0,12.0,42.0,0.0,49.0,0,52.50375,119.085,104.355,99.42,143.02,190.36,2016-09-20 20:40:00,20,1014.06666667,1019.06666667,329.666666667,1.04444444444,18.6888888889,79.3333333333,0.0,1,0
0,9.0,0,0,17.0,17.0,8.0,10.0,32.0,1.0,41.0,0,0,6.0,0,0,27.0,27.0,0,10.0,0,0,47.0,47.0,1.0,4.0,28.0,0.0,29.0,0,100.595,98.606,108.35,96.6633333333,170.483333333,148.94,2016-09-20 21:00:00,21,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0,1,0
0,3.0,0,0,29.0,29.0,7.0,12.0,35.0,0.0,42.0,0,0,14.0,0,0,21.0,21.0,0,2.0,0,0,38.0,38.0,6.0,6.0,38.0,0.0,44.0,0,66.04625,144.0325,107.97,116.2525,197.946666667,181.216666667,2016-09-20 21:20:00,21,1014.25555556,1019.25555556,317.666666667,0.966666666667,18.9444444444,78.7777777778,0.0,1,0
0,2.0,0,0,37.0,37.0,6.0,14.0,32.0,1.0,39.0,0,0,5.0,0,0,5.0,5.0,0,6.0,0,0,32.0,32.0,4.0,8.0,32.0,2.0,38.0,0,52.998,160.92,103.04,96.385,225.41,274.3,2016-09-20 21:40:00,21,1014.41111111,1019.41111111,305.333333333,0.933333333333,19.2888888889,77.5555555556,0.0,1,0
0,5.0,0,0,30.0,30.0,5.0,13.0,26.0,1.0,32.0,0,0,5.0,0,0,5.0,5.0,0,6.0,0,0,27.0,27.0,2.0,2.0,21.0,0.0,23.0,0,47.3875,131.245,98.11,103.53,150.27,250.65,2016-09-20 22:00:00,22,1014.56666667,1019.56666667,293.0,0.9,19.6333333333,76.3333333333,0.0,1,0
0,0.0,0,0,17.0,17.0,11.0,4.0,19.0,0.0,30.0,0,0,6.0,0,0,6.0,6.0,0,1.0,0,0,22.0,22.0,10.0,8.0,22.0,1.0,33.0,0,48.3057142857,101.57,103.99,105.25,152.955,227.0,2016-09-20 22:20:00,22,1014.72222222,1019.72222222,280.666666667,0.866666666667,19.9777777778,75.1111111111,0.0,1,0
0,1.0,0,0,19.0,19.0,6.0,6.0,18.0,0.0,24.0,0,0,0.0,0,0,0.0,0.0,0,4.0,0,0,29.0,29.0,4.0,12.0,30.0,0.0,34.0,0,41.512,102.94,109.87,98.51,155.64,203.35,2016-09-20 22:40:00,22,1014.87777778,1019.87777778,268.333333333,0.833333333333,20.3222222222,73.8888888889,0.0,1,0
