"(1, 0, 'cargocar')","(1, 0, 'etc')","(1, 0, 'motorcycle')","(1, 0, 'privatecar')","(1, 0, 'tot')","(1, 0, 'unknowncar')","(1, 1, 'cargocar')","(1, 1, 'etc')","(1, 1, 'motorcycle')","(1, 1, 'privatecar')","(1, 1, 'tot')","(1, 1, 'unknowncar')","(2, 0, 'cargocar')","(2, 0, 'etc')","(2, 0, 'motorcycle')","(2, 0, 'privatecar')","(2, 0, 'tot')","(2, 0, 'unknowncar')","(3, 0, 'cargocar')","(3, 0, 'etc')","(3, 0, 'motorcycle')","(3, 0, 'privatecar')","(3, 0, 'tot')","(3, 0, 'unknowncar')","(3, 1, 'cargocar')","(3, 1, 'etc')","(3, 1, 'motorcycle')","(3, 1, 'privatecar')","(3, 1, 'tot')","(3, 1, 'unknowncar')","('A', 2)","('A', 3)","('B', 1)","('B', 3)","('C', 1)","('C', 3)",date,hour,pressure,sea_pressure,wind_direction,wind_speed,temperature,rel_humidity,precipitation,dayofweek,is_holiday
0,1.0,0,0,15.0,15.0,10.0,3.0,10.0,0.0,20.0,0,0,0.0,0,0,0.0,0.0,0,2.0,0,0,11.0,11.0,1.0,0.0,3.0,0.0,4.0,0,47.32,84.0333333333,147.293333333,171.99,193.05,175.085185185,2016-09-20 04:40:00,4,1012.77777778,1017.77777778,161.222222222,3.71111111111,25.5666666667,49.6666666667,0.0,1,0
0,1.0,0,0,9.0,9.0,14.0,0.0,13.0,0.0,27.0,0,0,0.0,0,0,5.0,5.0,0,2.0,0,0,12.0,12.0,7.0,3.0,5.0,0.0,12.0,0,48.64,87.2766666667,126.356666667,144.816666667,192.42,176.968148148,2016-09-20 05:00:00,5,1012.63333333,1017.63333333,122.666666667,3.93333333333,25.9,48.0,0.0,1,0
0,0.0,0,0,4.0,4.0,27.0,1.0,10.0,0.0,37.0,0,0,3.0,0,0,18.0,18.0,0,1.0,0,0,17.0,17.0,7.0,0.0,5.0,0.0,12.0,0,49.96,90.52,105.42,117.643333333,165.085,178.851111111,2016-09-20 05:20:00,5,1012.48888889,1017.48888889,84.1111111111,4.15555555556,26.2333333333,46.3333333333,0.0,1,0
0,2.0,0,0,10.0,10.0,24.0,4.0,11.0,0.0,35.0,0,0,4.0,0,0,21.0,21.0,0,1.0,0,0,20.0,20.0,12.0,3.0,6.0,0.0,18.0,0,47.775,112.155,137.46,90.47,137.75,180.734074074,2016-09-20 05:40:00,5,1012.34444444,1017.34444444,45.5555555556,4.37777777778,26.5666666667,44.6666666667,0.0,1,0
0,4.0,0,0,13.0,13.0,23.0,4.0,24.0,0.0,47.0,0,0,3.0,0,0,33.0,33.0,0,7.0,0,0,31.0,31.0,10.0,2.0,14.0,0.0,24.0,0,70.4825,99.305,169.5,119.465,166.56,182.617037037,2016-09-20 06:00:00,6,1012.2,1017.2,7.0,4.6,26.9,43.0,0.0,1,0
0,4.0,0,0,20.0,20.0,24.0,3.0,35.0,0.0,59.0,0,0,7.0,0,0,31.0,31.0,0,10.0,0,0,43.0,43.0,21.0,7.0,22.0,0.0,43.0,0,93.19,137.97,137.435,107.8775,114.48,184.5,2016-09-20 06:20:00,6,1012.24444444,1017.24444444,7.44444444444,4.58888888889,26.7333333333,42.8888888889,0.0,1,0
0,8.0,0,0,29.0,29.0,28.0,9.0,40.0,1.0,69.0,0,0,13.0,0,0,54.0,54.0,0,21.0,0,0,80.0,80.0,14.0,9.0,52.0,0.0,66.0,0,41.09,105.305,105.37,96.29,112.21,165.74,2016-09-20 06:40:00,6,1012.28888889,1017.28888889,7.88888888889,4.57777777778,26.5666666667,42.7777777778,0.0,1,0
0,14.0,0,0,38.0,38.0,20.0,23.0,65.0,3.0,88.0,0,0,28.0,0,0,79.0,79.0,0,45.0,0,0,113.0,113.0,19.0,19.0,63.0,1.0,83.0,0,71.14,102.21,133.82,95.2,162.19,146.98,2016-09-20 07:00:00,7,1012.33333333,1017.33333333,8.33333333333,4.56666666667,26.4,42.6666666667,0.0,1,0
0,7.0,0,0,30.0,30.0,26.0,32.0,96.0,4.0,126.0,0,0,34.0,0,0,86.0,86.0,0,48.0,0,0,141.0,141.0,8.0,27.0,84.0,5.0,97.0,0,55.66,136.34,96.92,131.075,154.725,190.233333333,2016-09-20 07:20:00,7,1012.37777778,1017.37777778,8.77777777778,4.55555555556,26.2333333333,42.5555555556,0.0,1,0
0,9.0,0,0,31.0,31.0,20.0,40.0,117.0,2.0,139.0,0,0,36.0,0,0,93.0,93.0,0,51.0,0,0,136.0,136.0,18.0,28.0,101.0,3.0,122.0,0,56.325,106.26,122.33,80.6,147.26,233.486666667,2016-09-20 07:40:00,7,1012.42222222,1017.42222222,9.22222222222,4.54444444444,26.0666666667,42.4444444444,0.0,1,0
0,21.0,0,0,53.0,53.0,24.0,37.0,100.0,8.0,132.0,0,0,33.0,0,0,112.0,112.0,0,43.0,0,0,145.0,145.0,12.0,43.0,140.0,2.0,154.0,0,59.72,121.38,147.74,125.25,139.38,276.74,2016-09-20 08:00:00,8,1012.46666667,1017.46666667,9.66666666667,4.53333333333,25.9,42.3333333333,0.0,1,0
0,21.0,0,0,50.0,50.0,19.0,32.0,127.0,5.0,151.0,0,0,39.0,0,0,111.0,111.0,0,48.0,0,0,173.0,173.0,14.0,61.0,191.0,4.0,209.0,0,49.52,117.15,179.67,99.55,154.76,222.4,2016-09-20 08:20:00,8,1012.51111111,1017.51111111,10.1111111111,4.52222222222,25.7333333333,42.2222222222,0.0,1,0
0,15.0,0,0,45.0,45.0,22.0,23.0,108.0,1.0,131.0,0,0,33.0,0,0,112.0,112.0,0,49.0,0,0,154.0,154.0,13.0,74.0,191.0,6.0,210.0,0,82.31,120.41,164.115,95.37,174.91,168.06,2016-09-20 08:40:00,8,1012.55555556,1017.55555556,10.5555555556,4.51111111111,25.5666666667,42.1111111111,0.0,1,0
0,13.0,0,0,51.0,51.0,28.0,29.0,115.0,7.0,150.0,0,0,26.0,0,0,105.0,105.0,0,45.0,0,0,144.0,144.0,16.0,52.0,170.0,5.0,191.0,0,67.69,119.5,141.49,140.17,182.125,113.72,2016-09-20 09:00:00,9,1012.6,1017.6,11.0,4.5,25.4,42.0,0.0,1,0
0,21.0,0,0,68.0,68.0,22.0,28.0,113.0,7.0,142.0,0,0,25.0,0,0,99.0,99.0,0,27.0,0,0,142.0,142.0,18.0,57.0,196.0,8.0,222.0,0,60.06,134.165,110.155,141.315,189.34,154.623333333,2016-09-20 09:20:00,9,1012.72222222,1017.72222222,12.5555555556,4.18888888889,25.0333333333,43.2222222222,0.0,1,0
0,14.0,0,0,59.0,59.0,33.0,37.0,130.0,10.0,173.0,0,0,24.0,0,0,87.0,87.0,0,35.0,0,0,144.0,144.0,10.0,46.0,162.0,2.0,174.0,0,82.45,125.615,119.97,91.855,170.32,195.526666667,2016-09-20 09:40:00,9,1012.84444444,1017.84444444,14.1111111111,3.87777777778,24.6666666667,44.4444444444,0.0,1,0
0,10.0,0,0,56.0,56.0,25.0,23.0,65.0,6.0,96.0,0,0,20.0,0,0,85.0,85.0,0,25.0,0,0,123.0,123.0,11.0,18.0,70.0,0.0,81.0,0,71.68,97.08,118.55,113.34,159.93,236.43,2016-09-20 10:00:00,10,1012.96666667,1017.96666667,15.6666666667,3.56666666667,24.3,45.6666666667,0.0,1,0
0,14.0,0,0,60.0,60.0,32.0,18.0,57.0,3.0,92.0,0,0,16.0,0,0,76.0,76.0,0,24.0,0,0,137.0,137.0,12.0,28.0,84.0,1.0,97.0,0,54.29,111.5,113.45,143.39,149.54,225.15,2016-09-20 10:20:00,10,1013.08888889,1018.08888889,17.2222222222,3.25555555556,23.9333333333,46.8888888889,0.0,1,0
0,12.0,0,0,63.0,63.0,21.0,18.0,68.0,3.0,92.0,0,0,20.0,0,0,80.0,80.0,0,26.0,0,0,114.0,114.0,22.0,17.0,52.0,3.0,77.0,0,79.19,97.81,123.5,103.11,141.93,159.045,2016-09-20 10:40:00,10,1013.21111111,1018.21111111,18.7777777778,2.94444444444,23.5666666667,48.1111111111,0.0,1,0
0,16.0,0,0,57.0,57.0,24.0,23.0,62.0,4.0,90.0,0,0,12.0,0,0,63.0,63.0,0,26.0,0,0,120.0,120.0,10.0,24.0,66.0,3.0,79.0,0,60.64,103.03,135.6,102.32,220.425,130.6875,2016-09-20 11:00:00,11,1013.33333333,1018.33333333,20.3333333333,2.63333333333,23.2,49.3333333333,0.0,1,0
0,17.0,0,0,64.0,64.0,32.0,17.0,61.0,5.0,98.0,0,0,7.0,0,0,46.0,46.0,0,22.0,0,0,102.0,102.0,19.0,18.0,62.0,1.0,82.0,0,78.335,110.68,138.555,86.83,298.92,102.33,2016-09-20 11:20:00,11,1013.45555556,1018.45555556,21.8888888889,2.32222222222,22.8333333333,50.5555555556,0.0,1,0
0,7.0,0,0,50.0,50.0,27.0,14.0,56.0,4.0,87.0,0,0,9.0,0,0,55.0,55.0,0,23.0,0,0,111.0,111.0,20.0,22.0,58.0,5.0,83.0,0,66.98,122.505,122.74,108.77,143.73,148.375,2016-09-20 11:40:00,11,1013.57777778,1018.57777778,23.4444444444,2.01111111111,22.4666666667,51.7777777778,0.0,1,0
0,17.0,0,0,53.0,53.0,24.0,17.0,60.0,2.0,86.0,0,0,14.0,0,0,73.0,73.0,0,17.0,0,0,101.0,101.0,24.0,23.0,82.0,3.0,109.0,0,65.48,122.885,133.59,134.52,169.595,194.42,2016-09-20 12:00:00,12,1013.7,1018.7,25.0,1.7,22.1,53.0,0.0,1,0
0,21.0,0,0,62.0,62.0,25.0,12.0,54.0,3.0,82.0,0,0,25.0,0,0,88.0,88.0,0,28.0,0,0,122.0,122.0,15.0,18.0,58.0,5.0,78.0,0,77.855,95.805,155.9,104.73,195.46,154.59,2016-09-20 12:20:00,12,1013.73333333,1018.73333333,58.4444444444,1.75555555556,21.9222222222,54.3333333333,0.0,1,0
0,20.0,0,0,75.0,75.0,24.0,13.0,42.0,4.0,70.0,0,0,21.0,0,0,80.0,80.0,0,32.0,0,0,133.0,133.0,20.0,19.0,69.0,3.0,92.0,0,65.26,106.37,136.61,113.345,228.73,137.64,2016-09-20 12:40:00,12,1013.76666667,1018.76666667,91.8888888889,1.81111111111,21.7444444444,55.6666666667,0.0,1,0
0,23.0,0,0,98.0,98.0,34.0,13.0,64.0,1.0,99.0,0,0,24.0,0,0,75.0,75.0,0,28.0,0,0,130.0,130.0,11.0,23.0,80.0,3.0,94.0,0,68.89,107.36,106.88,132.32,183.385,199.24,2016-09-20 13:00:00,13,1013.8,1018.8,125.333333333,1.86666666667,21.5666666667,57.0,0.0,1,0
0,25.0,0,0,82.0,82.0,29.0,18.0,64.0,2.0,95.0,0,0,23.0,0,0,96.0,96.0,0,36.0,0,0,143.0,143.0,13.0,21.0,73.0,2.0,88.0,0,74.82,97.86,145.875,141.97,164.53,214.76,2016-09-20 13:20:00,13,1013.83333333,1018.83333333,158.777777778,1.92222222222,21.3888888889,58.3333333333,0.0,1,0
0,22.0,0,0,84.0,84.0,39.0,21.0,61.0,3.0,103.0,0,0,19.0,0,0,69.0,69.0,0,30.0,0,0,136.0,136.0,17.0,21.0,78.0,4.0,99.0,0,52.73,96.83,135.95,107.06,157.7,167.08,2016-09-20 13:40:00,13,1013.86666667,1018.86666667,192.222222222,1.97777777778,21.2111111111,59.6666666667,0.0,1,0
0,14.0,0,0,81.0,81.0,18.0,30.0,84.0,3.0,105.0,0,0,22.0,0,0,81.0,81.0,0,33.0,0,0,131.0,131.0,19.0,15.0,79.0,1.0,99.0,0,59.07,138.7,152.105,147.49,189.73,207.79,2016-09-20 14:00:00,14,1013.9,1018.9,225.666666667,2.03333333333,21.0333333333,61.0,0.0,1,0
0,19.0,0,0,90.0,90.0,32.0,25.0,59.0,3.0,94.0,0,0,19.0,0,0,72.0,72.0,0,28.0,0,0,141.0,141.0,9.0,15.0,70.0,2.0,81.0,0,52.255,99.96,145.21,191.91,189.4,164.035,2016-09-20 14:20:00,14,1013.93333333,1018.93333333,259.111111111,2.08888888889,20.8555555556,62.3333333333,0.0,1,0
0,11.0,0,0,67.0,67.0,28.0,22.0,68.0,3.0,99.0,0,0,11.0,0,0,70.0,70.0,0,27.0,0,0,122.0,122.0,14.0,19.0,74.0,1.0,89.0,0,84.525,96.13,139.94,84.75,211.67,116.5,2016-09-20 14:40:00,14,1013.96666667,1018.96666667,292.555555556,2.14444444444,20.6777777778,63.6666666667,0.0,1,0
0,16.0,0,0,71.0,71.0,21.0,16.0,56.0,1.0,78.0,0,0,15.0,0,0,62.0,62.0,0,29.0,0,0,124.0,124.0,10.0,25.0,66.0,4.0,80.0,0,52.32,120.475,124.25,112.87,119.71,114.645,2016-09-20 15:00:00,15,1014.0,1019.0,326.0,2.2,20.5,65.0,0.0,1,0
0,15.0,0,0,64.0,64.0,20.0,15.0,58.0,1.0,79.0,0,0,16.0,0,0,69.0,69.0,0,22.0,0,0,132.0,132.0,13.0,14.0,58.0,2.0,73.0,0,60.85,99.525,131.395,118.5,144.36,159.06,2016-09-20 15:20:00,15,1013.97777778,1018.97777778,326.111111111,2.11111111111,20.3777777778,66.0,0.0,1,0
0,14.0,0,0,73.0,73.0,23.0,14.0,43.0,5.0,71.0,0,0,10.0,0,0,69.0,69.0,0,31.0,0,0,131.0,131.0,16.0,21.0,66.0,5.0,87.0,0,50.56,100.79,138.5,103.79,169.01,116.29,2016-09-20 15:40:00,15,1013.95555556,1018.95555556,326.222222222,2.02222222222,20.2555555556,67.0,0.0,1,0
0,17.0,0,0,48.0,48.0,17.0,22.0,76.0,2.0,95.0,0,0,18.0,0,0,82.0,82.0,0,35.0,0,0,122.0,122.0,14.0,14.0,69.0,2.0,85.0,0,72.33,107.05,120.76,147.69,160.8475,153.67,2016-09-20 16:00:00,16,1013.93333333,1018.93333333,326.333333333,1.93333333333,20.1333333333,68.0,0.0,1,0
0,14.0,0,0,57.0,57.0,24.0,21.0,67.0,5.0,96.0,0,0,16.0,0,0,76.0,76.0,0,22.0,0,0,113.0,113.0,6.0,29.0,88.0,3.0,97.0,0,87.9,85.19,118.42,73.4,152.685,164.5375,2016-09-20 16:20:00,16,1013.91111111,1018.91111111,326.444444444,1.84444444444,20.0111111111,69.0,0.0,1,0
0,14.0,0,0,48.0,48.0,18.0,30.0,68.0,9.0,95.0,0,0,20.0,0,0,64.0,64.0,0,28.0,0,0,122.0,122.0,13.0,22.0,77.0,6.0,96.0,0,61.875,101.24,138.59,99.62,189.755,175.405,2016-09-20 16:40:00,16,1013.88888889,1018.88888889,326.555555556,1.75555555556,19.8888888889,70.0,0.0,1,0
0,9.0,0,0,38.0,38.0,27.0,29.0,80.0,4.0,111.0,0,0,12.0,0,0,82.0,82.0,0,32.0,0,0,126.0,126.0,10.0,27.0,73.0,1.0,84.0,0,60.32,114.575,122.19,99.82,167.3575,196.545,2016-09-20 17:00:00,17,1013.86666667,1018.86666667,326.666666667,1.66666666667,19.7666666667,71.0,0.0,1,0
0,14.0,0,0,42.0,42.0,15.0,44.0,87.0,8.0,110.0,0,0,20.0,0,0,86.0,86.0,0,21.0,0,0,116.0,116.0,7.0,27.0,78.0,1.0,86.0,0,55.275,109.09,105.22,112.3,144.96,184.915,2016-09-20 17:20:00,17,1013.84444444,1018.84444444,326.777777778,1.57777777778,19.6444444444,72.0,0.0,1,0
0,15.0,0,0,38.0,38.0,15.0,46.0,114.0,4.0,133.0,0,0,19.0,0,0,85.0,85.0,0,18.0,0,0,95.0,95.0,8.0,34.0,93.0,5.0,106.0,0,58.81,97.67,116.77,93.285,225.21,173.285,2016-09-20 17:40:00,17,1013.82222222,1018.82222222,326.888888889,1.48888888889,19.5222222222,73.0,0.0,1,0
0,4.0,0,0,26.0,26.0,11.0,28.0,65.0,2.0,78.0,0,0,24.0,0,0,77.0,77.0,0,24.0,0,0,81.0,81.0,5.0,32.0,84.0,1.0,90.0,0,66.22,122.21,133.635,84.745,281.58,161.655,2016-09-20 18:00:00,18,1013.8,1018.8,327.0,1.4,19.4,74.0,0.0,1,0
0,10.0,0,0,29.0,29.0,6.0,18.0,54.0,0.0,60.0,0,0,18.0,0,0,60.0,60.0,0,25.0,0,0,100.0,100.0,4.0,23.0,79.0,1.0,84.0,0,64.13,154.37,353.1,76.205,337.95,152.748333333,2016-09-20 18:20:00,18,1013.83333333,1018.83333333,327.333333333,1.35555555556,19.3111111111,74.6666666667,0.0,1,0
0,6.0,0,0,20.0,20.0,9.0,16.0,42.0,2.0,53.0,0,0,19.0,0,0,56.0,56.0,0,16.0,0,0,63.0,63.0,9.0,21.0,76.0,3.0,88.0,0,60.01,93.395,243.125,115.28,336.16,143.841666667,2016-09-20 18:40:00,18,1013.86666667,1018.86666667,327.666666667,1.31111111111,19.2222222222,75.3333333333,0.0,1,0
0,5.0,0,0,17.0,17.0,11.0,8.0,32.0,1.0,44.0,0,0,19.0,0,0,61.0,61.0,0,11.0,0,0,59.0,59.0,1.0,12.0,52.0,0.0,53.0,0,51.82,94.175,133.15,57.935,210.12,134.935,2016-09-20 19:00:00,19,1013.9,1018.9,328.0,1.26666666667,19.1333333333,76.0,0.0,1,0
0,10.0,0,0,29.0,29.0,10.0,10.0,41.0,1.0,52.0,0,0,5.0,0,0,27.0,27.0,0,13.0,0,0,52.0,52.0,8.0,12.0,44.0,0.0,52.0,0,42.05,109.4,136.8,98.14,174.35,172.26,2016-09-20 19:20:00,19,1013.93333333,1018.93333333,328.333333333,1.22222222222,19.0444444444,76.6666666667,0.0,1,0
0,9.0,0,0,21.0,21.0,17.0,12.0,32.0,0.0,49.0,0,0,11.0,0,0,40.0,40.0,0,12.0,0,0,48.0,48.0,10.0,12.0,40.0,0.0,50.0,0,74.705,125.44,162.77,60.84,147.4,156.815,2016-09-20 19:40:00,19,1013.96666667,1018.96666667,328.666666667,1.17777777778,18.9555555556,77.3333333333,0.0,1,0
0,4.0,0,0,12.0,12.0,6.0,7.0,27.0,1.0,34.0,0,0,5.0,0,0,35.0,35.0,0,16.0,0,0,62.0,62.0,4.0,18.0,55.0,3.0,62.0,0,54.28,93.945,96.365,121.09,241.4,141.37,2016-09-20 20:00:00,20,1014.0,1019.0,329.0,1.13333333333,18.8666666667,78.0,0.0,1,0
0,8.0,0,0,16.0,16.0,6.0,7.0,36.0,0.0,42.0,0,0,8.0,0,0,31.0,31.0,0,13.0,0,0,55.0,55.0,2.0,18.0,46.0,0.0,48.0,0,57.85,107.89,100.36,111.16,161.005,175.785,2016-09-20 20:20:00,20,1014.03333333,1019.03333333,329.333333333,1.08888888889,18.7777777778,78.6666666667,0.0,1,0
0,4.0,0,0,16.0,16.0,7.0,14.0,30.0,0.0,37.0,0,0,9.0,0,0,30.0,30.0,0,7.0,0,0,45.0,45.0,7.0,12.0,42.0,0.0,49.0,0,54.695,120.625,104.355,76.5,143.02,190.36,2016-09-20 20:40:00,20,1014.06666667,1019.06666667,329.666666667,1.04444444444,18.6888888889,79.3333333333,0.0,1,0
0,9.0,0,0,17.0,17.0,8.0,10.0,32.0,1.0,41.0,0,0,6.0,0,0,27.0,27.0,0,10.0,0,0,47.0,47.0,1.0,4.0,28.0,0.0,29.0,0,92.97,96.66,108.35,90.16,170.483333333,148.94,2016-09-20 21:00:00,21,1014.1,1019.1,330.0,1.0,18.6,80.0,0.0,1,0
0,3.0,0,0,29.0,29.0,7.0,12.0,35.0,0.0,42.0,0,0,14.0,0,0,21.0,21.0,0,2.0,0,0,38.0,38.0,6.0,6.0,38.0,0.0,44.0,0,59.895,131.195,107.97,123.185,197.946666667,170.58,2016-09-20 21:20:00,21,1014.25555556,1019.25555556,317.666666667,0.966666666667,18.9444444444,78.7777777778,0.0,1,0
0,2.0,0,0,37.0,37.0,6.0,14.0,32.0,1.0,39.0,0,0,5.0,0,0,5.0,5.0,0,6.0,0,0,32.0,32.0,4.0,8.0,32.0,2.0,38.0,0,44.53,110.28,103.04,96.385,225.41,274.3,2016-09-20 21:40:00,21,1014.41111111,1019.41111111,305.333333333,0.933333333333,19.2888888889,77.5555555556,0.0,1,0
0,5.0,0,0,30.0,30.0,5.0,13.0,26.0,1.0,32.0,0,0,5.0,0,0,5.0,5.0,0,6.0,0,0,27.0,27.0,2.0,2.0,21.0,0.0,23.0,0,39.325,105.35,98.11,103.53,150.27,250.65,2016-09-20 22:00:00,22,1014.56666667,1019.56666667,293.0,0.9,19.6333333333,76.3333333333,0.0,1,0
0,0.0,0,0,17.0,17.0,11.0,4.0,19.0,0.0,30.0,0,0,6.0,0,0,6.0,6.0,0,1.0,0,0,22.0,22.0,10.0,8.0,22.0,1.0,33.0,0,44.59,100.42,103.99,105.25,152.955,227.0,2016-09-20 22:20:00,22,1014.72222222,1019.72222222,280.666666667,0.866666666667,19.9777777778,75.1111111111,0.0,1,0
0,1.0,0,0,19.0,19.0,6.0,6.0,18.0,0.0,24.0,0,0,0.0,0,0,0.0,0.0,0,4.0,0,0,29.0,29.0,4.0,12.0,30.0,0.0,34.0,0,43.72,102.38,109.87,103.47,155.64,203.35,2016-09-20 22:40:00,22,1014.87777778,1019.87777778,268.333333333,0.833333333333,20.3222222222,73.8888888889,0.0,1,0
0,0.0,0,0,20.0,20.0,5.0,2.0,7.0,0.0,12.0,0,0,1.0,0,0,5.0,5.0,0,2.0,0,0,13.0,13.0,1.0,1.0,9.0,0.0,10.0,0,65.95,126.475,107.285,61.86,186.02,179.7,2016-09-20 23:00:00,23,1015.03333333,1020.03333333,256.0,0.8,20.6666666667,72.6666666667,0.0,1,0
